Ligne;Direction;Description;Séquence;Arrêt;Description;Distance Inter-Arrêts
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;21.0;NPARK_2;Nandina Park;166.0
13;1.0;LESCAR Soleil > PAU  EFS;22.0;DCARBO_O;De Carbonnières;364.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;10.0;CHP_N;CHP;425.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;24.0;MARCAD_E;Marcadau;278.0
13;1.0;LESCAR Soleil > PAU  EFS;23.0;NPRINC_S;Norman Prince;459.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;11.0;CJDALB_N;Collège J. d'Albret;245.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;25.0;WAGNER_S;Wagner;411.0
13;1.0;LESCAR Soleil > PAU  EFS;27.0;PPDPQA_A;PAU Porte des Pyrénées Quai A;399.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;12.0;NPRINC_N;Norman Prince;500.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;28.0;RAMEAU_E;Rameau;402.0
13;1.0;LESCAR Soleil > PAU  EFS;34.0;GUILHE_O;Guilhem;306.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;15.0;FAISAN_1;Faisans;294.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;30.0;MARGUE_2;Marguerites;217.0
13;1.0;LESCAR Soleil > PAU  EFS;35.0;HIBISC_E;Hibiscus;571.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;16.0;BOSQQC_C;PAU Bosquet Quai C;389.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;31.0;BLAISE_2;Blaise;302.0
13;2.0;PAU EFS > LESCAR Soleil;5.0;BLANQU_S;Blanqui;309.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;17.0;F-HDES_2;Les Halles - Despourrins;304.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;32.0;MDASSO_E;Maison des Associations;418.0
13;2.0;PAU EFS > LESCAR Soleil;7.0;MDASSO_O;Maison des Associations;241.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;27.0;LAYGUE_2;L'Ayguette;195.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;1.0;BOSQQC_C;PAU Bosquet Quai C;0.0
13;2.0;PAU EFS > LESCAR Soleil;10.0;SJELIS_N;Ste Jeanne Elisabeth;200.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;28.0;CDESTE_2;Château d'Este;285.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;3.0;LHMEDI_N;Les Halles Médiathèque;159.0
13;2.0;PAU EFS > LESCAR Soleil;14.0;CJDALB_N;Collège J. d'Albret;245.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;29.0;BDAMOU_2;Bois d'Amour;493.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;4.0;PDJUST_2;Palais de Justice;369.0
13;2.0;PAU EFS > LESCAR Soleil;17.0;CDFLEU_N;Cité des Fleurs;433.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;33.0;BJGOIS_2;BILLERE J. Gois;209.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;7.0;PLAWRE_2;Parc Lawrance;302.0
13;2.0;PAU EFS > LESCAR Soleil;28.0;MEDIAT_N;Médiathèque;630.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;10.0;BFRENE_1;Beau Frêne;362.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;10.0;LABOUR_2;Labourdette;295.0
13;2.0;PAU EFS > LESCAR Soleil;32.0;EGLISE_E;Eglise;461.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;15.0;PDJUST_1;Palais de Justice;255.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;11.0;FOUCHE_2;Fouchet;318.0
13;2.0;PAU EFS > LESCAR Soleil;33.0;PDAMER_E;Prix d'Amérique;384.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;18.0;FAISAN_2;Faisans;350.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;17.0;FEUILL_2;Feuillage;261.0
13;2.0;PAU EFS > LESCAR Soleil;35.0;SDUMON_O;Santos Dumont;564.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;29.0;LARRIB_2;Larribau;445.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;18.0;DAURAT_2;Daurat;205.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;4.0;GUYNEM_1;Guynemer;290.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;1.0;BOSQQF_F;PAU Bosquet Quai F;0.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;3.0;PINSON_N;Pinsons;364.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;5.0;COUBER_O;Coubertin;301.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;3.0;PDJUST_2;Palais de Justice;369.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;4.0;FARMAN_1;Farman;367.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;6.0;MDJURA_S;Mairie de Jurançon;480.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;5.0;PHOEBU_2;Gaston Phoebus;262.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;6.0;PMADRI_1;Paris Madrid;332.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;7.0;LOLIBE_E;Lolibé;319.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;6.0;PLAWRE_2;Parc Lawrance;302.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;9.0;FEUILL_1;Feuillage;220.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;14.0;ESPE_S;ESPE;560.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;7.0;SJOSEP_E;St Joseph;323.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;11.0;LARTIG_1;Lartigue;259.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;15.0;CCLERM_E;Collège Clermont;403.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;12.0;SANTON_N;Santona;570.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;13.0;MEON_1;Méon;275.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;21.0;SJBAPT_S;St Jean-Baptiste;449.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;18.0;COUSTE_2;Coustettes;525.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;14.0;LAFFIT_O;Laffitte;365.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;24.0;TOURAS_O;Tourasse;421.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;19.0;AUBISQ_2;Aubisque;283.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;19.0;PLAWRE_1;Parc Lawrance;283.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;26.0;RPOINT_S;Rond-point;259.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;20.0;FRENES_2;Frênes;419.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;21.0;VERDQA_A;Pl. Verdun Quai A;317.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;1.0;JCFP_1/2;JURANCON Corps Franc Pommiès;0.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;21.0;TEULER_2;Teulère;241.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;22.0;PDJUST_1;Palais de Justice;255.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;4.0;GUYNEM_1;Guynemer;290.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;22.0;PONTER_2;Ponterique;328.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;2.0;F-HDES_2;Les Halles - Despourrins;304.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;8.0;VALLEE_E;Vallée;440.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;25.0;PLAISA_2;Plaisance;195.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;4.0;PDJUST_2;Palais de Justice;369.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;10.0;HUTTON_S;Hutton;370.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;1.0;LEMM_1/2;LESCAR Village Emmaüs;0.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;7.0;MULOT_2;Mulot;353.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;15.0;CCLERM_E;Collège Clermont;403.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;3.0;PLAISA_1;Plaisance;359.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;13.0;LAMARQ_2;Lamarque;641.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;16.0;FACULT_E;Facultés;459.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;7.0;TEULER_1;Teulère;328.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;1.0;LSOLQO_O;LESCAR Soleil;0.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;17.0;CUNIVE_E;Cité Universitaire;260.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;13.0;PAQUAL_1;Piscine Aqualons;263.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;8.0;JDBILL_1;Jardins de Billère;303.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;18.0;LSJPER_S;Lycée St John Perse;302.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;17.0;LAFFIT_O;Laffitte;477.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;9.0;ETIGNY_1;Etigny;896.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;22.0;RAMEAU_O;Rameau;157.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;21.0;SJOSEP_O;St Joseph;269.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;11.0;GRAMON_1;Pl. Gramont;365.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;23.0;MOZART_O;Mozart;434.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;24.0;VERDQA_A;Pl. Verdun Quai A;317.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;14.0;GUICHE_1;Guichenné;349.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;25.0;LAPUYA_S;Lapuyade;308.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;4.0;F-BPAI_1;Bd de la Paix;517.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;3.0;CIMETI_1;Cimetière;258.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;26.0;RPOINT_S;Rond-point;259.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;5.0;CDBOQC_C;Catherine de Bourbon Quai C;668.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;4.0;VBAYARD;Pl. Verdun Bayard;234.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;5.0;FOUGER_N;Fougères;442.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;9.0;F-FOIR_1;Pl. du Foirail;456.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;8.0;MPAU;Mairie de Pau;125.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;6.0;SAPINS_E;Sapins;459.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;6.0;F-SARA_2;Saragosse;327.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;10.0;CLEME;Clemenceau;227.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;10.0;TOURAS_E;Tourasse;293.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;8.0;CUNIQB_B;Condorcet - Université Quai B;715.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;14.0;F-AALO_2;Alliés - Alsace Lorraine;442.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;14.0;IRIS_O;Iris;476.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;10.0;F-BPAI_2;Bd de la Paix;662.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;18.0;LHREPU_1;Les Halles République;130.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;17.0;CUNIVE_O;Cité Universitaire;330.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;1.0;PCMUQA_A;PAU Cité Multimédia Quai A;0.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;20.0;SJACQUES;St Jacques;136.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;18.0;FACULT_O;Facultés;300.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;7.0;PECIEL_1;Parc en Ciel;220.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;23.0;VERDQB_B;Pl. Verdun Quai B;100.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;22.0;PDEXPO_N;Parc des Expos;269.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;9.0;SJBAPT_N;St Jean-Baptiste;274.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;3.0;RAMADI_1;Ramadier;461.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;23.0;ROUSS_N;Rousseau;424.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;15.0;CORISA_1;Corisande;287.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;5.0;GEOLOG_1;Géologues;407.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;24.0;HUTTON_N;Hutton;253.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;20.0;F-FOIR_1;Pl. du Foirail;461.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;8.0;MOUCHO_N;Cdt Mouchotte;464.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;26.0;VALLEE_O;Vallée;754.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;24.0;BONAPA_2;Bonaparte;358.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;9.0;PPDPQC_C;PAU Porte des Pyrénées Quai C;632.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;2.0;RPOINT_N;Rond-point;283.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;26.0;MONNAI_N;Pl. de la Monnaie;461.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;20.0;VERDQB_B;Pl. Verdun Quai B;247.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;4.0;TOURAS_E;Tourasse;293.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;27.0;ROUSSI_O;Roussille;353.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;24.0;BFRENE_2;Beau Frêne;544.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;9.0;RONSAR_N;Ronsard;329.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;29.0;CDPRIN_O;Croix du Prince;303.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;26.0;LAPLAC_2;Laplace;295.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;14.0;ESPE_N;ESPE;360.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;31.0;DLFONT_2;De La Fontaine;331.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;1.0;BJGOIS_1;BILLERE J. Gois;0.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;16.0;PDEXPO_N;Parc des Expos;269.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;33.0;COUBER_E;Coubertin;423.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;3.0;LACAOU_1;Lacaou;315.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;17.0;ROUSS_N;Rousseau;424.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;34.0;GUYNEM_2;Guynemer;321.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;5.0;BDAMOU_1;Bois d'Amour;165.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;2.0;PASSAD_1;Passades;287.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;5.0;MDJURA_S;Mairie de Jurançon;480.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;6.0;CDESTE_1;Château d'Este;586.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;3.0;LAGRIC_1;Lycée Agricole;1558.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;6.0;DLFONT_1;De La Fontaine;318.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;8.0;LAPLAC_1;Laplace;166.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;5.0;DDSERS_1;Domaine de Sers;755.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;9.0;BARTHE_E;Barthe;339.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;11.0;PDEXPO_1;Parc des Expos;527.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;9.0;ADER_1;Ader;368.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;11.0;MONNAI_S;Pl. de la Monnaie;453.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;12.0;PLAWRE_1;Parc Lawrance;169.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;12.0;VELLED_S;Velleda;528.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;12.0;PGDPQA_A;PAU Gare de Pau Quai A;480.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;13.0;PHOEBU_1;Gaston Phoebus;294.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;14.0;PCIEL_1;Plein Ciel;241.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;13.0;BONAPA_1;Bonaparte;406.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;20.0;SJAMME_2;St Jammes;340.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;15.0;NPAILL_S;Nelson Paillou;190.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;21.0;JVERNE_S;Jules Verne;287.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;21.0;NPRINC_S;Norman Prince;421.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;16.0;CUNIVE_O;Cité Universitaire;326.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;24.0;PESQUI_2;Pesquidoux;277.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;23.0;CHP_S;CHP;223.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;20.0;ABREMO_1;Abbé Brémond;415.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;25.0;MDLAU_2;MJC du Laü;261.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;24.0;PPDPQD_D;PAU Porte des Pyrénées Quai D;462.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;23.0;LHAPLA_1;Les Halles Planté;129.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;28.0;SJBAPT_S;St Jean-Baptiste;449.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;25.0;MOUCHO_S;Cdt Mouchotte;622.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;6.0;CCLERM_E;Collège Clermont;396.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;32.0;GBONHE_2;Gaston Bonheur;127.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;26.0;PSDHAM_2;PAU Stades du Hameau;308.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;8.0;CUNIVE_E;Cité Universitaire;260.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;35.0;TRIANO_2;Trianon;450.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;27.0;PSANTA_2;Pissard Santarelli;416.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;9.0;NPAILL_N;Nelson Paillou;305.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;3.0;PPDPQC_C;PAU Porte des Pyrénées Quai C;632.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;28.0;GEOLOG_2;Géologues;513.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;13.0;TURSAN_2;Tursan;306.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;13.0;VERDQB_B;Pl. Verdun Quai B;247.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;30.0;RAMADI_2;Ramadier;487.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;16.0;DAURAT_2;Daurat;370.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;22.0;SJULIE_2;St Julien;326.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;31.0;CSTO_1/2;PAU CST Jean Feger;534.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;20.0;AYGUEL_2;Ayguelongue;700.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;28.0;PMADRI_2;Paris Madrid;379.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;9.0;LABOUR_2;Labourdette;295.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;22.0;PASSAD_2;Passades;1585.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;5.0;PLONG_1;Pont Long;377.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;10.0;FOUCHE_2;Fouchet;318.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;8.0;AYGUEL_1;Ayguelongue;347.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;10.0;CCDMAI_1;Le Mail;274.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;13.0;MEDIAT_N;Médiathèque;630.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;11.0;VDOR_1;Val d'Or;226.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;16.0;LABOUR_1;Labourdette;225.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;14.0;PDSPOR_2;Plaine des Sports;846.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;15.0;LARTIG_1;Lartigue;259.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;18.0;SJOSEP_O;St Joseph;269.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;15.0;PAQUAL_2;Piscine Aqualons;368.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;16.0;SJULIE_1;St Julien;317.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;25.0;FAISAN_2;Faisans;350.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;23.0;BIDOU_2;Bidou;338.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;22.0;SJOSEP_O;St Joseph;269.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;26.0;EVII_2;Edouard VII;331.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;4.0;CFLEU_1;Clos Fleuri;234.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;23.0;PLAWRE_1;Parc Lawrance;283.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;29.0;CJDALB_S;Collège J. d'Albret;567.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;9.0;AUBISQ_1;Aubisque;231.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;7.0;SJOSEP_E;St Joseph;323.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;32.0;MOUCHO_S;Cdt Mouchotte;622.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;10.0;COUSTE_1;Coustettes;397.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;9.0;LABOUR_2;Labourdette;295.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;2.0;STAP_1;STAP;293.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;14.0;PDSPOR_1;Plaine des Sports;355.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;11.0;LAFFIT_E;Laffitte;362.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;5.0;GEOLOG_1;Géologues;407.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;16.0;SANTON_S;Santona;793.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;12.0;MEON_2;Méon;313.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;10.0;ROUSSE_1;Rousse;282.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;18.0;FOUCHE_1;Fouchet;348.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;14.0;LARTIG_2;Lartigue;222.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;14.0;NDAME_1;Notre Dame;287.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;19.0;LABOUR_1;Labourdette;225.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;15.0;CCDMAI_2;Le Mail;378.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;15.0;GARET_1;Garet;227.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;27.0;BOSQQF_F;PAU Bosquet Quai F;209.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;20.0;DDSERS_2;Domaine de Sers;1371.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;17.0;LHMEDI_N;Les Halles Médiathèque;448.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;2.0;F-CLIN_1;Cliniques;252.0
